COLECTIVO;MES;AÑO;Festivos_intersemanales;SumaDePEQ1;SumaDePEQ_IT;EDAD_MEDIA
Técnicos/as especialistas;7;2012;0;100,4135484;4,308387097;39,07082792
Técnicos/as especialistas;8;2012;1;98,24354839;2,709677419;39,2643514
Técnicos/as especialistas;9;2012;1;96,80733333;3,366666667;39,9508889
Técnicos/as especialistas;10;2012;1;91,46806452;4,161290323;40,45057803
Técnicos/as especialistas;11;2012;1;95,24666667;3,366666667;40,51205685
Técnicos/as especialistas;12;2012;2;95,10580645;3,064516129;40,5771169
Administrativos/as;1;2013;1;258,5232258;11,4516129;45,1384332
Administrativos/as;2;2013;1;257,1375;11,64285714;45,42432516
Administrativos/as;3;2013;1;256,8929032;9,935483871;45,55503556
Administrativos/as;4;2013;1;255,247;13,43333333;45,64285455
Administrativos/as;5;2013;2;254,71;12,16129032;45,74395209
Administrativos/as;6;2013;0;257,382;14,19266667;45,68216274
Administrativos/as;7;2013;0;263,1264516;9,870967742;45,48045813
Administrativos/as;8;2013;1;270,9125806;6,935483871;44,97629644
Administrativos/as;9;2013;1;261,4713333;9,895333333;45,68572517
Administrativos/as;10;2013;0;257,9422581;10,49935484;45,80933013
Administrativos/as;11;2013;1;257,711;6,466666667;45,73685317
Administrativos/as;12;2013;2;259,3;5,516129032;45,49459342
Auxiliar de enfermeria;1;2013;1;4,44E+02;19,97483871;46,21679102
Auxiliar de enfermeria;2;2013;1;442,3185714;31,36071429;46,33497758
Auxiliar de enfermeria;3;2013;1;439,8796774;32,71483871;46,32240577
Auxiliar de enfermeria;4;2013;1;438,3433333;33,64466667;46,32252777
Auxiliar de enfermeria;5;2013;2;437,9506452;30,11387097;46,38357779
Auxiliar de enfermeria;6;2013;0;440,0876667;25,84933333;46,30911561
Auxiliar de enfermeria;7;2013;0;465,053871;22,11612903;45,47974907
Auxiliar de enfermeria;8;2013;1;468,4822581;18,66322581;45,27561196
Auxiliar de enfermeria;9;2013;1;453,1103333;21,426;45,90392334
Auxiliar de enfermeria;10;2013;0;438,0206452;24,78741935;46,43769685
Auxiliar de enfermeria;11;2013;1;438,0356667;21,04066667;46,5964454
Auxiliar de enfermeria;12;2013;2;444,9851613;22,59290323;46,50978677
Celadores/as;1;2013;1;150,7264516;9,677419355;45,40717221
Administrativos/as;3;2014;0;251,2606452;8,774193548;46,0694353
Administrativos/as;4;2014;2;249,263;3,933333333;46,23316674
Administrativos/as;5;2014;1;249,5358065;5,709677419;46,29659355
Administrativos/as;6;2014;0;254,63;9,734;46,114434
Administrativos/as;7;2014;0;260,6641935;10;45,69776145
Administrativos/as;8;2014;1;274,5483871;12,12903226;45,10819325
Administrativos/as;9;2014;1;260,189;11,43333333;46,04088161
Administrativos/as;10;2014;0;252,4774194;10,69548387;46,5467563
Administrativos/as;11;2014;0;257,835;11,56666667;46,36055058
Administrativos/as;12;2014;2;262,136129;12,83645161;46,00202801
Auxiliar de enfermeria;1;2014;2;443,4996774;30,06;46,57019034
Auxiliar de enfermeria;2;2014;1;445,2778571;36,60607143;46,53483456
Auxiliar de enfermeria;3;2014;0;444,3190323;38,27;46,53007514
Auxiliar de enfermeria;4;2014;2;446,7566667;39,62433333;46,40687343
Auxiliar de enfermeria;5;2014;1;447,5074194;36,50483871;46,44870984
Auxiliar de enfermeria;6;2014;0;454,6836667;32,64366667;46,23292054
Auxiliar de enfermeria;7;2014;0;479,6193548;28,47387097;45,38999352
Auxiliar de enfermeria;8;2014;1;493,0983871;26,18064516;44,8653015
Auxiliar de enfermeria;9;2014;1;467,2206667;28,46933333;45,74356702
Auxiliar de enfermeria;10;2014;0;462,6077419;37,46516129;45,98853378
Auxiliar de enfermeria;11;2014;0;477,7523333;42,853;45,25907508
Auxiliar de enfermeria;12;2014;2;483,1558065;35,45612903;45,26584355
Celadores/as;1;2014;2;147,8616129;5,67516129;46,50811784
Celadores/as;2;2014;1;143,4978571;8,25;46,87368565
Celadores/as;3;2014;0;147,1887097;9,859677419;46,7142421
Celadores/as;4;2014;2;150,4386667;13,2;46,34300936
Celadores/as;5;2014;1;149,4635484;13,67483871;46,332073
Celadores/as;6;2014;0;155,2143333;11,954;46,2499071
Celadores/as;7;2014;0;152,8819355;5,186774194;46,45061597
Celadores/as;8;2014;1;180,3793548;4,689354839;44,08103333
Celadores/as;9;2014;1;157,3506667;5,695333333;46,35655773
Celadores/as;10;2014;0;153,6787097;10,12806452;46,73017607
Celadores/as;11;2014;0;158,8233333;12,05966667;46,38569883
Celadores/as;12;2014;2;170,7458065;16,01451613;45,35474142
Enfermeras/os;1;2014;2;911,8493548;37,98064516;43,47533285
Enfermeras/os;2;2014;1;909,2535714;36,86714286;43,47727936
Enfermeras/os;3;2014;0;911,8880645;38,75774194;43,48942569
Enfermeras/os;4;2014;2;918,39;42,61866667;43,43501909
Enfermeras/os;5;2014;1;922,9416129;42,65032258;43,41803923
Enfermeras/os;6;2014;0;947,888;43,197;43,11986956
Enfermeras/os;7;2014;0;986,9319355;31,86193548;42,4528768
Enfermeras/os;8;2014;1;1002,827742;26,18516129;42,23886775
Enfermeras/os;9;2014;1;981,5973333;27,85933333;42,62156848
Enfermeras/os;10;2014;0;953,3235484;33,59290323;43,12218626
Enfermeras/os;11;2014;0;968,3503333;38,104;42,9453163
Enfermeras/os;12;2014;2;977,5041935;30,98774194;42,84703923
Facultativos/as;1;2014;2;508,1748387;3,419354839;46,27109229
Facultativos/as;2;2014;1;502,8875;5,392857143;46,42254126
Facultativos/as;3;2014;0;529,2483871;6,548387097;45,91890324
Facultativos/as;4;2014;2;527,4636667;5,233333333;46,0070298
Facultativos/as;5;2014;1;531,5751613;5,387096774;46,02948281
Facultativos/as;6;2014;0;539,761;5,766666667;45,83541573
Facultativos/as;7;2014;0;526,7596774;5,967741935;46,14018552
Facultativos/as;8;2014;1;528,813871;4,129032258;46,13211468
Facultativos/as;9;2014;1;527,608;5,3;46,20342228
Facultativos/as;10;2014;0;536,1174194;5,032258065;46,02538814
Facultativos/as;11;2014;0;539,4293333;4,933333333;46,06123655
Facultativos/as;12;2014;2;539,7235484;6,35483871;46,01888569
Otros;1;2014;2;4,20E+01;0,856774194;47,07646499
Otros;2;2014;1;41,52;0,25;46,95089435
Otros;3;2014;0;39,22967742;0,389354839;47,10431381
Otros;4;2014;2;37,52;0,815666667;47,42945477
Otros;5;2014;1;37,52;1,572580645;47,51433047
Otros;6;2014;0;38,52;2,25;47,39047458
Otros;7;2014;0;39,52;2,056451613;47,5751199
Otros;8;2014;1;39,52;1,185483871;47,6599956
Otros;9;2014;1;40,52;0,908333333;47,74224575
Otros;10;2014;0;40,84483871;1;47,84440234
Otros;11;2014;0;41,05;1,466666667;47,93731344
Otros;12;2014;2;40,01580645;2;47,73437617
Personal Hoteleria;1;2014;2;9,00E+00;1;56,92360579
Personal Hoteleria;2;2014;1;8,535714286;1;56,67185536
Personal Hoteleria;3;2014;0;8;1,935483871;56,33042657
Personal Hoteleria;4;2014;2;8;1,266666667;56,41256434
Personal Hoteleria;5;2014;1;8;1,225806452;56,49744004
Personal Hoteleria;6;2014;0;8;1,233333333;56,57957781
Personal Hoteleria;7;2014;0;8;2,548387097;56,66445351
Personal Hoteleria;8;2014;1;8;2,032258065;56,74932921
Personal Hoteleria;9;2014;1;8;2;56,83146698
Personal Hoteleria;10;2014;0;8;2;56,91634268
Personal Hoteleria;11;2014;0;8;3,133333333;56,99848045
Personal Hoteleria;12;2014;2;8;4;57,08335615
Personal Mantenimiento;1;2014;2;55,41387097;2,290322581;49,56830225
Personal Mantenimiento;2;2014;1;54,93;1,714285714;49,90281136
Personal Mantenimiento;3;2014;0;54,93;3,193548387;49,98768706
Personal Mantenimiento;4;2014;2;54,93;1,7;50,06982483
Personal Mantenimiento;5;2014;1;54,93;1;50,15470053
Personal Mantenimiento;6;2014;0;54,93;2;50,2368383
Personal Mantenimiento;7;2014;0;54,88032258;0,677419355;50,10699092
Personal Mantenimiento;8;2014;1;54,40290323;1,967741935;49,76058669
Personal Mantenimiento;9;2014;1;53,38533333;2,833333333;49,82640892
Personal Mantenimiento;10;2014;0;52,95967742;0,612903226;49,92863797
Personal Mantenimiento;11;2014;0;52,89;0,9;50,09637613
Personal Mantenimiento;12;2014;2;55,83032258;1,096774194;49,70534025
Residentes/as;1;2014;2;247,7096774;0,225806452;28,92687829
Residentes/as;2;2014;1;247;0,392857143;29,00104063
Residentes/as;3;2014;0;247;1,967741935;29,08336685
Residentes/as;4;2014;2;247;1,733333333;29,16550462
Residentes/as;5;2014;1;246,0322581;1;28,79351979
Residentes/as;6;2014;0;252,6666667;1,133333333;28,11021935
Residentes/as;7;2014;0;251;1,322580645;28,16199881
Residentes/as;8;2014;1;2,51E+02;1;28,24609145
Residentes/as;9;2014;1;249,2333333;1,866666667;28,28060519
Residentes/as;10;2014;0;248;0,322580645;28,32715386
Residentes/as;11;2014;0;247,1333333;0,8;28,39699403
Residentes/as;12;2014;2;247;0,612903226;28,47997013
Técnicos/as especialistas;1;2014;2;97,02806452;1,709677419;40,42047681
Técnicos/as especialistas;2;2014;1;9,96E+01;2,714285714;40,32548293
Técnicos/as especialistas;3;2014;0;99,84774194;2,419354839;40,61159848
Técnicos/as especialistas;4;2014;2;101,98;4,633333333;40,38327511
Técnicos/as especialistas;5;2014;1;102,2670968;5,483870968;40,43250305
Técnicos/as especialistas;6;2014;0;105,097;4,866666667;40,29457862
Técnicos/as especialistas;7;2014;0;112,8564516;3,806451613;39,73925442
Técnicos/as especialistas;8;2014;1;116,8203226;2,741935484;39,34933267
Técnicos/as especialistas;9;2014;1;111,2306667;4,566666667;40,17125439
Técnicos/as especialistas;10;2014;0;103,6651613;1,806451613;41,01702559
Técnicos/as especialistas;11;2014;0;110,3466667;5,1;40,27117553
Técnicos/as especialistas;12;2014;2;110,5103226;4,806451613;40,47154524
Administrativos/as;1;2015;2;261,3380645;13,80645161;46,15587457
Administrativos/as;2;2015;0;260,6096429;14,28571429;46,335187
Administrativos/as;3;2015;0;261,59;10,74193548;46,36563901
Administrativos/as;4;2015;2;264,8013333;11,13166667;46,55575708
Administrativos/as;5;2015;1;264,82;15,57387097;46,60106793
Administrativos/as;6;2015;0;266,642;17,424;46,55940174
Administrativos/as;7;2015;0;274,7774194;18,03225806;45,94279226
Administrativos/as;8;2015;0;280,8829032;15,67290323;45,38512877
Administrativos/as;9;2015;1;269,208;17,03166667;46,14130281
Administrativos/as;10;2015;1;261,3809677;19,09677419;46,72325749
Administrativos/as;11;2015;0;262,7563333;17,924;46,78545395
Administrativos/as;12;2015;2;268,7896774;18,80645161;46,37382723
Auxiliar de enfermeria;1;2015;2;479,3948387;38,13032258;45,59685322
Auxiliar de enfermeria;2;2015;0;480,595;44,61214286;45,6281561
Auxiliar de enfermeria;3;2015;0;478,6945161;42,16516129;45,53091605
Auxiliar de enfermeria;4;2015;2;480,5873333;35,42933333;45,6486921
Auxiliar de enfermeria;5;2015;1;455,2367742;31,47354839;45,16771497
Auxiliar de enfermeria;6;2015;0;463,8583333;30,63066667;44,81275669
Auxiliar de enfermeria;7;2015;0;492,5696774;26,19096774;43,89415365
Auxiliar de enfermeria;8;2015;0;494,5545161;24,41903226;43,89857966
Auxiliar de enfermeria;9;2015;1;486,1663333;24,182;44,14869368
Auxiliar de enfermeria;10;2015;1;470,2;31,36483871;44,72458624
Auxiliar de enfermeria;11;2015;0;471,574;32,67;44,55612106
Auxiliar de enfermeria;12;2015;2;472,1741935;31,04806452;44,63682875
Celadores/as;1;2015;2;168,64;14,14548387;45,36382281
Celadores/as;2;2015;0;161,5882143;14,55357143;46,35033948
Celadores/as;3;2015;0;156,6970968;10,41709677;47,03987921
Celadores/as;4;2015;2;154,7306667;9,141;47,03728781
Celadores/as;5;2015;1;156,2835484;8,6;46,95974522
Celadores/as;6;2015;0;158,5383333;9,012333333;46,8467652
Celadores/as;7;2015;0;169,3764516;9,965483871;45,37558196
Celadores/as;8;2015;0;182,3906452;7,59483871;44,28631661
Celadores/as;9;2015;1;167,805;7,796;45,79309377
Celadores/as;10;2015;1;163,61;10,24677419;45,83220491
Celadores/as;11;2015;0;160,9956667;9,233333333;46,20799511
Celadores/as;12;2015;2;164,0519355;7,868709677;46,02368273
Enfermeras/os;1;2015;2;968,2483871;32,4883871;42,9834584
Enfermeras/os;2;2015;0;969,5742857;37,38571429;43,02567078
Enfermeras/os;3;2015;0;969,7909677;34,69064516;43,08656773
Enfermeras/os;4;2015;2;964,8466667;32,39333333;43,18756078
Enfermeras/os;5;2015;1;928,0409677;30,75612903;42,27172636
Enfermeras/os;6;2015;0;940,02;36,104;42,22604175
Enfermeras/os;7;2015;0;994,4783871;31,43096774;41,5050617
Enfermeras/os;8;2015;0;1000,202258;31,7483871;41,50832447
Enfermeras/os;9;2015;1;994,088;35,66166667;41,56768511
Enfermeras/os;10;2015;1;956,6683871;35,25258065;42,15787548
Enfermeras/os;11;2015;0;968,9866667;41,42266667;42,07289103
Enfermeras/os;12;2015;2;975,4519355;39,19290323;42,03504113
Facultativos/as;1;2015;2;525,7970968;5,406451613;46,1630921
Facultativos/as;2;2015;0;525,6257143;5,707142857;46,19095908
Facultativos/as;3;2015;0;526,8470968;6,064516129;46,22561948
Facultativos/as;4;2015;2;524,79;4,733333333;46,24957952
Facultativos/as;5;2015;1;529,1680645;4,35483871;46,20414863
Facultativos/as;6;2015;0;535,3223333;6,6;46,07586039
Facultativos/as;7;2015;0;535,433871;6,419354839;46,00546317
Facultativos/as;8;2015;0;535,3774194;5,580645161;46,03317397
Facultativos/as;9;2015;1;532,5113333;6,493333333;46,22441939
Facultativos/as;10;2015;1;531,6535484;4,774193548;46,28040882
Facultativos/as;11;2015;0;531,7556667;5,166666667;46,34474117
Facultativos/as;12;2015;2;532,8922581;12,35870968;46,41549787
Otros;1;2015;2;39,86580645;0,64516129;47,37483054
Otros;2;2015;0;39,52;0,464285714;47,66658546
Otros;3;2015;0;39,52;0,129032258;47,75146116
Otros;4;2015;2;39,52;3,33E-02;47,83359893
Otros;5;2015;1;39,52;;47,64772812
Otros;6;2015;0;39,52;;47,60093898
Otros;7;2015;0;39,78;;47,61069589
Otros;8;2015;0;39,78;;47,69557159
Otros;9;2015;1;39,78;6,67E-02;47,77770936
Otros;10;2015;1;39,78;0,387096774;47,86258506
Otros;11;2015;0;39,51333333;0,6;48,0449471
Otros;12;2015;2;40,78;1,838709677;48,06569709
Personal Hoteleria;1;2015;2;8;3,838709677;57,16823185
Personal Hoteleria;2;2015;0;8;3;57,24489377
Personal Hoteleria;3;2015;0;8;2,096774194;57,32976947
Personal Hoteleria;4;2015;2;7,3;1,766666667;57,37518434
Personal Hoteleria;5;2015;1;7;1,806451613;57,44207331
Personal Hoteleria;6;2015;0;7;2,633333333;57,52421109
Personal Hoteleria;7;2015;0;7,51;1,322580645;55,91560029
Personal Hoteleria;8;2015;0;7;1;57,69396248
Personal Hoteleria;9;2015;1;7;0,966666667;57,77610026
Personal Hoteleria;10;2015;1;7;0,322580645;57,86097595
Personal Hoteleria;11;2015;0;7;2;57,94311373
Personal Hoteleria;12;2015;2;6,35483871;1,225806452;55,43272569
Personal Mantenimiento;1;2015;2;54,93;1,225806452;49,51669106
Personal Mantenimiento;2;2015;0;54,82285714;2,75;49,45695708
Personal Mantenimiento;3;2015;0;54,12354839;2,129032258;49,4043355
Personal Mantenimiento;4;2015;2;52,93;0,566666667;49,4700311
Personal Mantenimiento;5;2015;1;53,15580645;0,483870968;49,53961896
Personal Mantenimiento;6;2015;0;54,16733333;1,566666667;49,64435261
Personal Mantenimiento;7;2015;0;55,3;2,225806452;50,13235321
Personal Mantenimiento;8;2015;0;55,3;2,064516129;50,21722891
Personal Mantenimiento;9;2015;1;55,9;2,166666667;49,83984555
Personal Mantenimiento;10;2015;1;54,76741935;2,741935484;49,68815232
Personal Mantenimiento;11;2015;0;54,96333333;1,733333333;49,79776776
Personal Mantenimiento;12;2015;2;55,24612903;1;49,38718409
Residentes/as;1;2015;2;246,6129032;0,322580645;28,5613434
Residentes/as;2;2015;0;246;;28,63243725
Residentes/as;3;2015;0;246;0,741935484;28,71731295
Residentes/as;4;2015;2;246;1,2;28,79945072
Residentes/as;5;2015;1;239,6774194;;28,47769854
Residentes/as;6;2015;0;253,3;;28,01972349
Residentes/as;7;2015;0;252,3870968;1,387096774;28,1166242
Residentes/as;8;2015;0;250,6774194;0,225806452;28,13006042
Residentes/as;9;2015;1;249,3333333;1,166666667;28,17899241
Residentes/as;10;2015;1;246,9677419;0,677419355;28,22504658
Residentes/as;11;2015;0;245,4;;28,29272947
Residentes/as;12;2015;2;245;1,290322581;28,37658884
Técnicos/as especialistas;1;2015;2;109,736129;5,967741935;40,58530014
Técnicos/as especialistas;2;2015;0;108,7557143;9,178571429;40,96643926
Técnicos/as especialistas;3;2015;0;108,4283871;4,375483871;41,1880186
Técnicos/as especialistas;4;2015;2;107,36;3,176333333;41,30568721
Técnicos/as especialistas;5;2015;1;110,9767742;2,483870968;40,99045624
Técnicos/as especialistas;6;2015;0;114,9666667;2,4;40,23034465
Técnicos/as especialistas;7;2015;0;122,8570968;5,064516129;39,58686775
Técnicos/as especialistas;8;2015;0;124,9370968;4,096774194;39,1769685
Técnicos/as especialistas;9;2015;1;117,5453333;2,1;40,22056792
Técnicos/as especialistas;10;2015;1;112,0777419;3,064516129;40,69815818
Técnicos/as especialistas;11;2015;0;116,9633333;4;40,23793109
Técnicos/as especialistas;12;2015;2;117,4929032;4,612903226;40,25059302
Administrativos/as;1;2016;2;262,3535484;15,70967742;46,65939732
Administrativos/as;2;2016;0;260,292069;18,47172414;46,80342041
Administrativos/as;3;2016;2;260,31;21,06451613;46,83810691
Administrativos/as;4;2016;0;261,0526667;18,96666667;46,89956778
Administrativos/as;5;2016;1;259,68;16,4516129;47,04824824
Administrativos/as;6;2016;0;263,7566667;18,63333333;46,67599238
Administrativos/as;7;2016;0;276,3864516;23,67741935;45,95129321
Administrativos/as;8;2016;1;281,6277419;18,32258065;45,44262215
Administrativos/as;9;2016;0;271,5993333;20,65966667;46,22713151
Administrativos/as;10;2016;1;263,2687097;19,83870968;46,48905076
Administrativos/as;11;2016;1;260,3426667;21,03766667;46,6846276
Administrativos/as;12;2016;2;266,6803226;17,22580645;46,24019702
Auxiliar de enfermeria;1;2016;2;469,6970968;29,92483871;44,70164595
Auxiliar de enfermeria;2;2016;0;474,8562069;35,06931034;44,49721061
Auxiliar de enfermeria;3;2016;2;482,4832258;38,91967742;44,38606088
Auxiliar de enfermeria;4;2016;0;484,9566667;43,094;44,35531218
Auxiliar de enfermeria;5;2016;1;491,2025806;42,42419355;44,29474032
Auxiliar de enfermeria;6;2016;0;4,97E+02;36,86266667;43,95363652
Auxiliar de enfermeria;7;2016;0;515,9896774;36,87290323;43,47514225
Auxiliar de enfermeria;8;2016;1;513,2322581;35,49806452;43,56531827
Auxiliar de enfermeria;9;2016;0;500,004;33,702;44,01783877
Auxiliar de enfermeria;10;2016;1;493,2935484;42,20354839;44,40071283
Auxiliar de enfermeria;11;2016;1;495,8783333;48,94133333;44,23618872
Auxiliar de enfermeria;12;2016;2;500,466129;42,60935484;44,04811886
Celadores/as;1;2016;2;164,776129;8,872258065;45,9214154
Celadores/as;2;2016;0;159,0903448;12,24034483;46,49040034
Celadores/as;3;2016;2;160,2251613;11,78709677;46,05156355
Celadores/as;4;2016;0;158,0796667;9,493666667;46,26719839
Celadores/as;5;2016;1;159,4358065;10,02774194;45,98460936
Celadores/as;6;2016;0;161,6123333;8,633333333;45,72703742
Celadores/as;7;2016;0;171,5770968;9,441935484;44,97648095
Celadores/as;8;2016;1;188,0754839;9,647419355;43,30362472
Celadores/as;9;2016;0;174,724;8,43;44,4671404
Celadores/as;10;2016;1;165,5932258;9,579677419;45,4906051
Celadores/as;11;2016;1;161,4616667;10,14333333;45,89172476
Celadores/as;12;2016;2;168,1719355;10,43806452;45,24400965
Enfermeras/os;1;2016;2;970,2793548;39,19193548;42,05286665
Enfermeras/os;2;2016;0;972,8493103;39,78517241;42,07096822
Enfermeras/os;3;2016;2;979,66;39,71096774;42,00540745
Enfermeras/os;4;2016;0;985,4296667;40,648;41,9665109
Enfermeras/os;5;2016;1;991,0177419;44,50870968;41,91198945
Enfermeras/os;6;2016;0;1005,856;39,97833333;41,7936513
Enfermeras/os;7;2016;0;1049,837419;37,85935484;41,11954063
Enfermeras/os;8;2016;1;1045,002258;30,91096774;41,20498653
Enfermeras/os;9;2016;0;1027,28;40,895;41,52376701
Enfermeras/os;10;2016;1;1004,336452;46,59225806;41,88519971
Enfermeras/os;8;2018;1;1162,459032;42,76645161;39,98717501
Enfermeras/os;9;2018;1;1149,540667;47,15466667;40,13328444
Enfermeras/os;10;2018;1;1100,583548;52,10935484;40,74889233
Enfermeras/os;11;2018;1;1106,46;52,50133333;40,5309282
Enfermeras/os;12;2018;3;1107,364839;47,58290323;40,49770186
Facultativos/as;1;2018;1;575,8474194;6,64516129;45,32626722
Facultativos/as;2;2018;1;599,2607143;7,911428571;45,19474418
Facultativos/as;3;2018;1;594,8616129;8,462258065;45,36573506
Facultativos/as;4;2018;1;598,8046667;8,108;45,3185054
Facultativos/as;5;2018;2;601,5287097;5,935483871;45,14022156
Facultativos/as;6;2018;0;628,0403333;7,422;44,47810204
Facultativos/as;7;2018;0;621,1445161;5,380645161;44,46734961
Facultativos/as;8;2018;1;628,1322581;4,638709677;44,47310881
Facultativos/as;9;2018;1;634,6256667;4,833333333;44,311182
Facultativos/as;10;2018;1;637,23;5,219354839;44,3614846
Facultativos/as;11;2018;1;638,289;7,553333333;44,40827479
Facultativos/as;12;2018;3;638,5770968;8,433870968;44,47658278
Otros;1;2018;1;38,04967742;1,129032258;50,06455564
Otros;2;2018;1;38,34;0,571428571;49,94234003
Otros;3;2018;1;38,34;;50,02721572
Otros;4;2018;1;38,34;0,2;50,1093535
Otros;5;2018;2;38,34;0,612903226;50,64348039
Otros;6;2018;0;39,24;0,266666667;50,39794467
Otros;7;2018;0;38,8883871;1,838709677;49,96640853
Otros;8;2018;1;39,34;2,64516129;49,92804628
Otros;9;2018;1;39,495;2,566666667;49,96241427
Otros;10;2018;1;39,27;3,290322581;49,77505643
Otros;11;2018;1;38,87;2,066666667;49,84172155
Otros;12;2018;3;38,27;2;49,90278182
Personal Hoteleria;1;2018;1;7;1,161290323;54,22461943
Personal Hoteleria;2;2018;1;6,714285714;0,714285714;54,66292056
Personal Hoteleria;3;2018;1;6;0,322580645;55,8025773
Personal Hoteleria;4;2018;1;6;;55,88471507
Personal Hoteleria;5;2018;2;6;;55,96959077
Personal Hoteleria;6;2018;0;6;0,833333333;56,05172854
Personal Hoteleria;7;2018;0;6,806451613;1;51,11642491
Personal Hoteleria;8;2018;1;5,096774194;9,68E-02;54,22305985
Personal Hoteleria;9;2018;1;6;;54,37383638
Personal Hoteleria;10;2018;1;6;0,451612903;54,45871208
Personal Hoteleria;11;2018;1;6;0,766666667;54,54084985
Personal Hoteleria;12;2018;3;6;;54,62572555
Personal Mantenimiento;1;2018;1;56,70419355;4,322580645;47,06250817
Personal Mantenimiento;2;2018;1;56,89428571;4,571428571;47,10901839
Personal Mantenimiento;3;2018;1;57,93;3,516129032;46,80481986
Personal Mantenimiento;4;2018;1;58,34;3,466666667;46,72979783
Personal Mantenimiento;5;2018;2;58,79;4,161290323;46,62816644
Personal Mantenimiento;6;2018;0;59,52133333;4,033333333;46,38519688
Personal Mantenimiento;7;2018;0;58,3;7,516129032;46,74791011
Personal Mantenimiento;8;2018;1;57,71387097;7,677419355;46,75740376
Personal Mantenimiento;9;2018;1;57;7,033333333;46,23433618
Enfermeras/os;11;2016;1;1014,6;44,735;41,78497621
Enfermeras/os;12;2016;2;1020,523226;45,29225806;41,77044826
Facultativos/as;1;2016;2;580,9790323;4,258064516;45,63931767
Facultativos/as;2;2016;0;578,1831034;12,55103448;45,68851764
Facultativos/as;3;2016;2;589,5074194;5,516129032;45,39308253
Facultativos/as;4;2016;0;585,4866667;6,133333333;45,43672362
Facultativos/as;5;2016;1;612,5077419;7,35483871;44,85715814
Facultativos/as;6;2016;0;613,107;6,533333333;44,87483629
Facultativos/as;7;2016;0;614,2112903;5,806451613;44,79094409
Facultativos/as;8;2016;1;614,6593548;4;44,86737082
Facultativos/as;9;2016;0;611,6263333;5,133333333;44,84367032
Facultativos/as;10;2016;1;610,3377419;3,677419355;44,85834582
Facultativos/as;11;2016;1;586,489;3,433333333;45,32101414
Facultativos/as;12;2016;2;586,243871;3,387096774;45,26728813
Otros;1;2016;2;39,78;0,548387097;48,47498844
Otros;2;2016;0;39,78;0,482758621;48,55438828
Otros;3;2016;2;3,98E+01;;48,63926398
Otros;4;2016;0;40,44666667;0,433333333;48,92732135
Otros;5;2016;1;40,78;0,612903226;49,11263209
Otros;6;2016;0;40,78;;49,19476986
Otros;7;2016;0;41,72903226;;49,1426841
Otros;8;2016;1;42,72032258;;48,94607192
Otros;9;2016;0;42,219;0,3;48,77306283
Otros;10;2016;1;42,06;;48,90656255
Otros;11;2016;1;42,06;1,666666667;48,98870032
Otros;12;2016;2;43,6;0,032258065;49,06476538
Personal Hoteleria;1;2016;2;7;0,225806452;52,78642615
Personal Hoteleria;2;2016;0;6,24137931;;51,08598842
Personal Hoteleria;3;2016;2;7;0,580645161;50,64615048
Personal Hoteleria;4;2016;0;7;1;50,72828825
Personal Hoteleria;5;2016;1;7;1;50,81316395
Personal Hoteleria;6;2016;0;7;1;50,89530172
Personal Hoteleria;7;2016;0;7;1,387096774;50,98017742
Personal Hoteleria;8;2016;1;7;1,516129032;51,06505312
Personal Hoteleria;9;2016;0;7;2;51,14719089
Personal Hoteleria;10;2016;1;6,935483871;1,096774194;53,86725008
Personal Hoteleria;11;2016;1;6,933333333;1,3;54,27740348
Personal Hoteleria;12;2016;2;6,64516129;0,64516129;54,32390246
Personal Mantenimiento;1;2016;2;54,3;2,677419355;49,69708558
Personal Mantenimiento;2;2016;0;55,47241379;2,896551724;49,37644164
Personal Mantenimiento;3;2016;2;53,74;3,322580645;48,84309951
Personal Mantenimiento;4;2016;0;52,90666667;3,2;48,67090506
Personal Mantenimiento;5;2016;1;52,92290323;3,258064516;48,64628973
Personal Mantenimiento;6;2016;0;53,56;2,9;48,49072968
Personal Mantenimiento;7;2016;0;55,91483871;3,322580645;48,0762601
Personal Mantenimiento;8;2016;1;56,05548387;1,967741935;48,21425396
Personal Mantenimiento;9;2016;0;54,03333333;1,366666667;47,98250106
Personal Mantenimiento;10;2016;1;54,60548387;1,35483871;47,79373546
Personal Mantenimiento;11;2016;1;53,25666667;1,9;47,71526
Personal Mantenimiento;12;2016;2;53,67419355;2,548387097;47,62129599
Residentes/as;1;2016;2;243,6774194;0,483870968;28,46228072
Residentes/as;2;2016;0;243;0,448275862;28,53779442
Residentes/as;3;2016;2;243;2,290322581;28,62267012
Residentes/as;4;2016;0;243;3,533333333;28,70480789
Residentes/as;5;2016;1;217,3870968;1,516129032;28,41262801
Residentes/as;6;2016;0;249;2;27,85250079
Residentes/as;7;2016;0;248,1612903;2;27,92169064
Residentes/as;8;2016;1;248;2,129032258;28,00353767
Residentes/as;9;2016;0;248,3333333;2,3;28,09193036
Residentes/as;10;2016;1;249;3,322580645;28,18926566
Residentes/as;11;2016;1;247;1,566666667;28,23813481
Residentes/as;12;2016;2;247;2,741935484;28,3230105
Técnicos/as especialistas;1;2016;2;118,2993548;6,548387097;40,3171303
Técnicos/as especialistas;2;2016;0;114,4517241;8,206896552;40,92174337
Técnicos/as especialistas;3;2016;2;114,1132258;6,528064516;41,05296014
Técnicos/as especialistas;4;2016;0;1,15E+02;5,682666667;41,18267375
Técnicos/as especialistas;5;2016;1;116,2990323;6,110967742;41,03203492
